DEVICE,DETECTOR,LATITUDE,LONGITUDE,DIRECTION
tre514,a85_1,61.48323944,23.77655895,south
tre514,a85_2,61.48323474,23.77662717,south
tre514,a85_3,61.48322481,23.77668591,south
tre514,b140_1,61.4809272,23.77594139,north
tre514,b140_2,61.48093553,23.77586344,north
tre514,b140_3,61.48094464,23.7757921,north
tre514,b200_1_2_3,61.48040998,23.77561972,north
tre514,b35_1,61.48184718,23.77636694,north
tre514,b35_2,61.48185552,23.77628887,north
tre514,b35_3,61.48186387,23.77621095,north
tre514,b85_1,61.48140899,23.77616464,north
tre514,b85_2,61.48141736,23.77608636,north
tre514,b85_3,61.48142574,23.77600814,north
tre514,c40,61.48282613,23.7765562,south
tre514,e40_1,61.48228875,23.77755755,west
tre514,e40_2,61.48226873,23.77755402,west
tre515,a50,61.48209054,23.781285,east
tre515,b50,61.48216246,23.78381441,west
tre515,c60,61.48275167,23.78232968,south
tre515,d60,61.48135761,23.7826305,north
tre531,a85_1,61.48845066,23.77905554,south
tre531,a85_2,61.48844333,23.77912786,south
tre531,b85_1,61.48681168,23.7786336,north
tre531,b85_2,61.48681901,23.77856448,north
tre531,b85_3,61.48682933,23.7785051,north
tre531,c60_1,61.48736488,23.78017498,northwest
tre531,c60_2,61.48733689,23.78015677,northwest
tre536,a140_1,61.48506594,23.82689385,south
tre536,a140_2,61.4850733,23.82696385,south
tre536,a90_1,61.48463312,23.82709166,south
tre536,a90_2,61.4846404,23.82717051,south
tre536,b140_1,61.48242362,23.82873692,north
tre536,b140_2,61.4824081,23.82867108,north
tre536,b50,61.48325562,23.82837331,northeast
tre536,b90_1,61.48284962,23.82846741,north
tre536,b90_2,61.48283992,23.82838732,north
tre536,c45,61.48425237,23.82743731,south
tre536,d35,61.48329924,23.82806766,north
tre536,e60,61.48432739,23.82854531,southwest
tre536,f45,61.4838834,23.82681585,southeast
tre545,a100_1,61.49507065,23.79263319,east
tre545,a100_2,61.4951025,23.79263709,east
tre545,a55_1,61.4950509,23.79347525,east
tre545,a55_2,61.49508368,23.79347962,east
tre545,b120_1,61.4949835,23.79690065,west
tre545,b120_2,61.49496051,23.79688542,west
tre545,b60_1,61.49507369,23.79578395,west
tre545,b60_2,61.49504378,23.79577573,west
tre576,a110_1,61.489283,23.77101907,south
tre576,a110_2,61.48927199,23.77109363,south
tre576,a70_1,61.48897889,23.7708307,south
tre576,a70_2,61.48896387,23.77089298,south
tre576,b110_1,61.48727314,23.76902463,north
tre576,b110_2,61.48728896,23.76897939,north
tre576,b120_1,61.48727314,23.76902463,north
tre576,b120_2,61.48728896,23.76897939,north
tre576,b70_1,61.4875591,23.76945901,north
tre576,b70_2,61.48757555,23.76940881,north
tre578,a100_1,61.48019053,23.76320536,south
tre578,a100_2,61.48019114,23.76327501,south
tre578,a20,61.47947257,23.7632046,south
tre578,a60_1,61.47983194,23.76319955,south
tre578,a60_2,61.47983386,23.76327386,south
tre578,a60_1_2,61.47983194,23.76319955,south
tre578,b100_1,61.47810502,23.76373833,north
tre578,b100_2,61.4781019,23.76366915,north
tre578,b60_1,61.47846221,23.76366689,north
tre578,b60_2,61.478455,23.76359087,north
tre578,b60_1_2,61.47846221,23.76366689,north
tre578,c30,61.47956369,23.76333281,south
tre578,d28,61.47874713,23.76349024,north
tre578,e30,61.47908982,23.76244786,east
tre578,f60,61.47906087,23.7648847,west
tre620,a140,61.477032,23.87987044,east
tre620,a90,61.47693309,23.88077789,east
tre620,b140,61.47668144,23.88588226,west
tre620,b90,61.47672921,23.88495135,west
tre620,c35,61.47686534,23.88181668,east
tre620,d20,61.47678685,23.88362713,west
tre620,e40,61.47735205,23.88292016,south
tre620,f25,61.47642304,23.88300672,north
tre650,a100,61.47865703,23.8390109,east
tre650,a60,61.47856262,23.83973633,east
tre650,b100,61.4783545,23.84329466,west
tre650,b60,61.47840296,23.84266004,west
tre650,c25,61.47853021,23.84037412,east
tre650,d25,61.47843551,23.8419328,west
tre650,f20_1,61.47813082,23.84133363,north
tre650,f20_2,61.47812812,23.84126345,north
tre666,a114,61.48824211,23.87526146,southeast
tre666,a230,61.48862861,23.87314547,southeast
tre666,a60,61.48800048,23.87613472,southeast
tre666,b120,61.48713409,23.87965522,northwest
tre666,b185,61.4868317,23.88077229,northwest
tre666,b60,61.48741474,23.87873127,northwest
tre666,c45,61.48797515,23.87640851,southeast
tre666,d45,61.48745737,23.87842453,northwest
tre666,e45,61.4872699,23.87686666,northeast
tre666,e60_1,61.4871425,23.876824,northeast
tre666,e60_2,61.48716212,23.87677681,northeast
tre666,f55,61.48832011,23.87733557,south
tre667,a120,61.48874658,23.8691931,east
tre667,a185,61.48873953,23.86793866,east
tre667,a60,61.4887532,23.87020737,east
tre667,a65,61.4887532,23.87020737,east
tre667,b120,61.48850896,23.87420309,west
tre667,b230,61.48811638,23.87607196,west
tre667,b50,61.4887405,23.87300492,west
tre667,b60,61.48868415,23.87312722,west
tre667,c45,61.48879953,23.87059803,east
tre667,e60,61.4894536,23.87204366,south
tre667,f45,61.48931804,23.87201513,south
tre668,a120,61.49309021,23.88189439,north
tre668,a80,61.49342211,23.88218138,north
tre668,b60,61.49494233,23.88333017,south
tre668,c30,61.49384437,23.88253049,north
tre668,d60,61.49493179,23.88338793,south
tre668,e20_1,61.49434877,23.88207122,east
tre668,e20_2,61.49437948,23.88209229,east
tre668,e75,61.49452317,23.88109962,east
tre668,e78,61.49452317,23.88109962,east
tre668,f50,61.49405214,23.88409527,west
tre681,a100_1,61.47452196,23.87247538,south
tre681,a100_2,61.47450715,23.87252977,south
tre681,a65_1,61.47421924,23.87213198,south
tre681,a65_2,61.47420838,23.87220074,south
tre681,b100_1,61.47244361,23.87127285,north
tre681,b100_2,61.47244978,23.87121582,north
tre681,b60_1,61.47278861,23.87145678,north
tre681,b60_2,61.4727969,23.87139187,north
tre681,c50,61.47408076,23.87213017,south
tre681,d40,61.47297998,23.87144869,north
tre681,e50_1,61.47337257,23.87308846,west
tre681,e50_2,61.47334543,23.87307421,west
tre681,f50_1,61.47360258,23.87032916,east
tre681,f50_2,61.47363136,23.87034264,east
tre681,f50_3,61.47366116,23.87036196,east
tre703,a110_1,61.47570263,23.76416462,north
tre703,a110_2,61.47570155,23.76409861,north
tre703,a30_1,61.47642235,23.76401871,north
tre703,a30_2,61.47642125,23.76398127,north
tre703,a70_1,61.47606006,23.76409242,north
tre703,a70_2,61.47605685,23.76402664,north
tre703,b100_1,61.47787911,23.76341419,south
tre703,b100_2,61.4778842,23.76350527,south
tre703,b60,61.47752833,23.76357852,south
tre703,c100_1,61.47788827,23.76356472,south
tre703,c100_2,61.47788684,23.7636242,south
tre703,c60_1,61.47753053,23.76363908,south
tre703,c60_2,61.47753108,23.76369829,south
tre703,d50_1,61.47700926,23.76513703,west
tre703,d50_2,61.47698007,23.76513939,west
tre703,e50,61.47694665,23.76514777,west
tre705,a110,61.47303754,23.76442444,north
tre705,a60_1,61.47348286,23.76453812,north
tre705,a60_2,61.47348742,23.76446319,north
tre705,b100_1,61.47533035,23.7641175,south
tre705,b100_2,61.47533192,23.76404816,south
tre705,b55,61.47492564,23.7642171,south
tre705,c25,61.47378223,23.76442595,north
tre705,d55,61.47492298,23.76415585,south
tre705,e30_1,61.47390381,23.76345403,northeast
tre705,e30_2,61.47393658,23.76343933,northeast
tre705,e70_1,61.47377374,23.76276621,northeast
tre705,e70_2,61.47380292,23.76274736,northeast
tre705,f30,61.47465783,23.76506369,southwest
tre705,f70,61.47495143,23.76549571,southwest
tre709,a60,61.4705882,23.72411459,east
tre709,a90,61.47055798,23.72354488,east
tre709,b120,61.47070884,23.72773504,west
tre709,b60,61.47072422,23.72699607,west
tre709,c25,61.47065156,23.72475642,east
tre709,d20,61.47075424,23.72621621,west
tre709,e30_1,61.47110303,23.72539799,south
tre709,e30_2,61.47109537,23.72545462,south
tre709,g40,61.4702064,23.72575822,north
tre802,a140_1,61.51045812,23.68637927,east
tre802,a140_2,61.51048822,23.68640329,east
tre802,a140_3,61.51051889,23.68643004,east
tre802,a30,61.51006872,23.68827948,east
tre802,a82_1,61.51026383,23.6873889,east
tre802,a82_2,61.5102871,23.68741058,east
tre802,a82_3,61.51031727,23.68743727,east
tre802,b140_1,61.50965552,23.69179072,west
tre802,b140_2,61.50961357,23.69175126,west
tre802,b92_1,61.50987086,23.69102846,west
tre802,b92_2,61.50983295,23.69098112,west
tre802,b_40,61.5102973,23.6887994,west
tre802,c100_1,61.50971207,23.69118777,southwest
tre802,c100_2,61.50968113,23.69114759,southwest
tre802,c32_1,61.50999518,23.69002734,southwest
tre802,c32_2,61.50996164,23.69000175,southwest
tre802,c32_3,61.50992828,23.68997502,southwest
tre802,d50,61.51011237,23.68791349,southeast
tre802,e120_1,61.50872343,23.6883368,north
tre802,e120_2,61.50873363,23.68825986,north
tre802,e42_1,61.50939006,23.6888111,north
tre802,e42_2,61.50940714,23.68875284,north
tre802,f85,61.50909425,23.6884188,north
tre802,g60,61.50968265,23.6899428,southeast
tre804,a120_1,61.51545664,23.66033334,east
tre804,a120_2,61.51548789,23.66037593,east
tre804,a188_1,61.51580156,23.65914228,east
tre804,a188_2,61.5158328,23.65918068,east
tre804,a188_ir,61.51580156,23.65914228,east
tre804,a268_1,61.51615211,23.65787364,east
tre804,a268_2,61.51618138,23.65791408,east
tre804,a57_1,61.51516085,23.66128936,east
tre804,a57_2,61.51518824,23.66132982,east
tre804,b120_1,61.51435578,23.66478855,west
tre804,b120_2,61.51432553,23.66475215,west
tre804,b190_1,61.51419775,23.66549599,west
tre804,b190_2,61.51416652,23.66546161,west
tre804,b260_1,61.51385615,23.66726012,west
tre804,b260_2,61.51382879,23.66723189,west
tre804,b335_1,61.51360216,23.66859695,west
tre804,b335_2,61.51357284,23.66857076,west
tre804,b55_1,61.51466085,23.66362235,west
tre804,b55_2,61.51463147,23.66357369,west
tre804,c120,61.51551141,23.66041442,east
tre804,c55,61.51520009,23.66140516,east
tre804,d80,61.51455196,23.66412548,west
tre804,e35_1,61.51530515,23.66290761,south
tre804,e35_2,61.51528968,23.66296884,south
tre804,e80_1,61.51566587,23.66338104,south
tre804,e80_2,61.51565335,23.66343417,south
tre804,f35,61.51531669,23.66285634,south
tre804,f80,61.51567839,23.66332371,south
tre831,a120_1,61.51224342,23.67492733,east
tre831,a120_2,61.51227077,23.67495556,east
tre831,a190_1,61.51248884,23.67362339,east
tre831,a190_2,61.51251905,23.67364338,east
tre831,a260_1,61.5127063,23.67245625,east
tre831,a260_2,61.5127385,23.67248458,east
tre831,a50_1,61.51201337,23.67609854,east
tre831,a50_2,61.51204656,23.67612687,east
tre831,b100_1,61.51162316,23.6792277,west
tre831,b100_2,61.51158802,23.67920962,west
tre831,b170_1,61.51144398,23.68051662,west
tre831,b170_2,61.51141083,23.68050271,west
tre831,b240_1,61.5112812,23.68175841,west
tre831,b240_2,61.51125002,23.68174448,west
tre831,b45_1,61.51178944,23.67825904,west
tre831,b45_2,61.5117524,23.67823293,west
tre831,c37_1,61.51241149,23.6771389,south
tre831,c37_2,61.51241165,23.67720817,south
tre844,a140,61.51595379,23.62543738,northeast
tre844,a212,61.51566411,23.62425926,northeast
tre844,a220,61.51563412,23.62412422,northeast
tre844,a90,61.51615221,23.62627298,northeast
tre844,b140,61.51713277,23.63087579,southwest
tre844,b212,61.51737619,23.63210698,southwest
tre844,b220,61.51740389,23.63224563,southwest
tre844,b90,61.51695933,23.63002004,southwest
tre844,c30,61.516387,23.6273025,northeast
tre844,d30,61.51672664,23.62897888,southwest
tre844,e55,61.51717168,23.62755318,southeast
tre844,f45,61.5160783,23.62873569,northwest
tre851,a100,61.51921256,23.64452505,northeast
tre851,a92_1,61.51918155,23.64454369,northeast
tre851,a92_2,61.51921256,23.64452505,northeast
tre851,a32_1,61.51942504,23.6458209,northeast
tre851,a32_2,61.51945587,23.645788,northeast
tre851,b120,61.52027499,23.6485473,southwest
tre851,b55,61.51997929,23.64741154,southwest
tre851,c100,61.51918155,23.64454369,southwest
tre851,c55,61.51995317,23.6474464,southwest
tre851,d33_1,61.51935286,23.64699636,northwest
tre851,d33_2,61.51934099,23.64696119,northwest
tre851,d35_1,61.51935286,23.64699636,northwest
tre851,d35_2,61.51934099,23.64696119,northwest
tre906,a120_1,61.44948721,23.85380899,south
tre906,a120_2,61.44948958,23.85388288,south
tre906,a45_1,61.44881441,23.85391235,south
tre906,a45_2,61.4488171,23.85397506,south
tre906,b120_1,61.44719023,23.85556294,north
tre906,b120_2,61.44717877,23.8555133,north
tre906,b50_1,61.44773977,23.85494152,north
tre906,b50_2,61.44772455,23.85488183,north
tre906,c45,61.44881939,23.8540355,south
tre906,d50,61.44770527,23.8548156,north
tre906,e45,61.44797988,23.85308163,east
tre906,f40,61.44861322,23.85512417,west
tre950,a100,61.45857902,23.78839841,northeast
tre950,a60_1,61.45868928,23.789119,northeast
tre950,a60_2,61.45871779,23.78909685,northeast
tre950,b100,61.45950428,23.79241075,southwest
tre950,b60,61.45923401,23.79186476,southwest
tre950,c40,61.4588034,23.78943845,northeast
tre950,d60_1,61.45920256,23.79190132,southwest
tre950,d60_2,61.4591756,23.79194033,southwest
tre950,e100,61.46003563,23.79076722,south
tre950,e40,61.45951128,23.79041277,south
tre950,e45,61.45954739,23.79049018,south
tre950,f100,61.45795416,23.79137705,north
tre950,f60_1,61.45827923,23.79106595,north
tre950,f60_2,61.45826576,23.79100525,north
tre950,g40,61.4595026,23.7905471,south
tre950,h60,61.45825445,23.79094623,north
